,Derived,Consensus
DESAT14,0.0,0.0
DESAT18_2,5.011082937841236e-05,3.6778643045956076e-05
DGDPtn,0.0,0.0
DGGH,0.0,0.0
DIAT,0.0,0.0
DNTPPA,0.0,0.0
DOLPt2er,-0.00012435379370377185,-0.00018872085146347597
DPCOAKm,0.0,0.0
DUMPtn,0.0,0.0
E4HGLUtm,0.0,0.0
E4HGLUtp,0.0,0.0
E4Ptm,0.0,0.00010368641527642997
FA100tp,0.0,0.0
FA120tp,0.0,0.0
FA80tp,0.0,0.0
FMNATm,0.0,0.0
FMNRx,0.0,0.0
FORtrn,0.0,0.0
FRUK,0.0,0.0
FTHFL2,0.0,0.0
G13MTg,0.0,0.0
G16MTg,0.0,0.0
G6PDA,0.0,0.0
GDPtg,0.0,0.0
GDPtn,0.0,0.0
GGLGH,0.0,0.0
GLNt2n,0.0,0.0
GLUt2n,0.0,0.0
GLXtp,0.0,0.0
GLYAT,0.0,0.0
GSNK,0.0,0.0
GSNtm,0.0,0.0
GUAtm,0.0,0.0
H2O2tn,-2.128322847544262e-07,0.0
HCYSt2p,0.0,0.0
HYPOE,0.0,0.0
IND3ACtm,0.0,0.0
INSK,0.0,0.0
Kt2,0.0,0.0
LCAD,0.0,0.0
L_LACtm,0.0,0.0
LYSt2m,0.0,0.0
HISt2m,0.0,0.0
MALOAAtp,0.0,0.0
MANNANter,-0.00012435379370377185,-0.00018872085146347597
MELIBt2,0.0,0.0
MGSA,0.0,0.0
MINOHPtn,0.0,0.0
NABTNO,0.0,0.0
NADNm,0.0,0.0
NADPPPSm,0.0,0.0
NADtn,0.0,0.0
NDP4,0.0,0.0
NH4tn,0.0,0.0
NMNt2m,0.0,0.0
NMNt2p,0.0,0.0
NTD10,0.0,0.0
NTD3,0.0,0.0
NTD5,0.0,0.0
NTD7,0.0,0.0
NTP4,0.0,0.0
OBDHc,0.0,0.0
PAK_PP,0.0,0.0
PAN4Ptm,0.0,0.0
PAPtm,0.0,0.0
PHCHGS,0.0,0.0
PHEt2m,0.0,0.0
PI3P4K_PP,0.0,0.0
PIt2n,0.0,0.0
PIt2p,0.0,0.0
PNP,0.0,0.0
PPND,0.0,0.0
PRPPtm,0.0,-9.930847026201573e-10
PTD1INOtn_SC,0.0,0.0
PTPATim,0.0,0.0
PYDAMK,0.0,0.0
PYDXK,0.0,0.0
PYDXNK,0.0,0.0
PYNP2r,0.0,0.0
PYRt2p,0.0,0.0
QULNtm,1.0563771425534454e-09,0.0
RIBFLVtm,0.0,0.0
SHSL1,0.0,0.0
SHSL4r,0.0,0.0
SPMDAT1,0.0,0.0
SUCRt2,0.0,0.0
TMDK1,0.0,0.0
TMN,0.0,0.0
MPK,0.0,0.0
TREHv,0.0,0.0
TRPt2m,0.0,0.0
TYRt2m,0.0,0.0
UMPtn,0.0,0.0
XYLTD_D,0.0,0.0
ACOHT,0.0,0.0
NFORTYRS,0.0,0.0
COAHLm,0.0,0.0
PSPH1Pter,0.0,0.0
SPH1Pter,0.0,0.0
2MBACt,0.0,0.0
ACESt,0.0,0.0
IAMACt,0.0,0.0
IBUTACt,0.0,0.0
PHEACt,0.0,0.0
TAURt,0.0,0.0
FRDPtm,0.0,0.0
AMPtn,0.0,0.0
ASPt5n,0.0,0.0
MI145Ptn,0.0,0.0
PI4Ptn,0.0,0.0
23CAMPH,0.0,0.0
AC2MBTOHT,0.0,0.0
AC2PHETOHT,0.0,0.0
ACIAMOHT,0.0,0.0
ACIBUTOHT,0.0,0.0
PECTH,0.0,0.0
5AOPt2,0.0,0.0
ABUTt2r,0.0,0.0
AKGt2r,0.0,0.0
ARAB1D1,0.0,0.0
CBASPtn,0.0,0.0
CERH124,8.703403260741489e-08,0.0
CERH126,0.0,8.435070595685748e-08
CERS2d24,0.0,0.0
CERS2d26,0.0,0.0
CERS324,7.483728120408298e-08,1.1824848956152676e-07
CERS326,4.53519925791453e-08,8.314936905993105e-08
CITt2r,0.0,0.0
CYOR_u6m,0.2688495739163934,0.2787558378707333
DNMPPA,0.0,0.0
FACOAL240p,0.0,0.0
FACOAL260p,0.0,0.0
FAO182p_even_even,0.0,0.0
FAO182p_even_odd,0.0,0.0
FAO182p_odd_odd,0.0,0.0
OCDCYAt,0.0,0.0
PAPt,0.0,0.0
PDE2,0.0,0.0
pla2_2e,0.0,0.0
SBTD_D2,0.0,0.0
SBTD_L,0.0,0.0
SBTR,0.0,0.0
PDXPHT,0.0,0.0
E4PDH,0.0,0.0
EPISTESTH_Ppe,0.0,0.0
ERGSTESTH_Ppe,0.0,0.0
FECOSTESTH_Ppe,0.0,0.0
LANOSTESTH_Ppe,0.0,0.0
ZYMSTESTH_Ppe,0.0,0.0
plbpc_ppe2,0.0,0.0
CERS124er,0.0,0.0
CERS126er,0.0,0.0
CERASE124er,0.0,0.0
CERASE126er,0.0,0.0
CERASE224er,0.0,0.0
CERASE226er,0.0,0.0
PTE12x,0.0,0.0
MN1PP,0.0,0.0
MN6PR,0.0,0.0
MNDH,0.0,0.0
PDX5PSYN,0.0,0.0
CERS224er,0.0,0.0
CERS226er,0.0,0.0
IPC124PLC_PP,0.0,0.0
IPC126PLC_PP,0.0,0.0
IPC224PLC_PP,0.0,0.0
IPC226PLC_PP,0.0,0.0
IPC324PLC_PP,0.0,0.0
IPC326PLC_PP,0.0,0.0
IPCS124_PP,0.0,0.0
IPCS126_PP,0.0,0.0
IPCS224_PP,4.1764959207494155e-10,1.1572963229368494e-09
IPCS226_PP,3.365764359662764e-10,9.326446837785198e-10
IPCS324_PP,1.3297319082739855e-08,1.0875181622891864e-07
IPCS326_PP,1.1738997990837525e-08,7.706231985673609e-08
MIP2C124PLC_PP,0.0,0.0
MIP2C126PLC_PP,0.0,0.0
MIP2C224PLC_PP,0.0,0.0
MIP2C226PLC_PP,0.0,0.0
MIP2C324PLC_PP,-5.706015425495204e-10,0.0
MIP2C326PLC_PP,5.706015425495204e-10,0.0
MIP2CS124_PP,0.0,0.0
MIP2CS126_PP,0.0,0.0
MIP2CS224_PP,0.0,0.0
MIP2CS226_PP,0.0,0.0
MIP2CS324_PP,0.0,4.0035645148185944e-08
MIP2CS326_PP,9.598641490294856e-10,2.7312193221309647e-08
MIPC124PLC_PP,0.0,0.0
MIPC126PLC_PP,0.0,0.0
MIPC224PLC_PP,0.0,0.0
MIPC226PLC_PP,0.0,0.0
MIPC324PLC_PP,0.0,0.0
MIPC326PLC_PP,0.0,0.0
PYMDSYN,0.0,0.0
ALADt2r,0.0,0.0
EPISTt,0.0,0.0
PHEDt2r,0.0,0.0
ALADO,0.0,0.0
PHEDO,0.0,0.0
13BGHe,0.0,0.0
2DDA7Ptm,0.0,-0.00010368641527642997
2OXOADPtim,0.0,0.0
34HPLFM,0.0,0.0
34HPPt2m,0.0,0.0
3OPHB_5tm,0.0,0.0
4ABZtm,5.281885713309328e-10,0.0
4HBZCOAFm,0.0,0.0
4HBZFm,0.0,0.0
4HGLSDm,0.0,0.0
4HTHRS,0.0,0.0
AASAD1,0.0,0.0
ACACT1m,0.0002786906706773105,0.00010959364991072446
ACALDt,0.0,0.0
ACP1e,0.0,0.0
ACRNtm,0.0,0.0
ACSm,0.0,0.0
ACSp,0.0,0.0
ACt2e,0.0,0.0
ADEt2,0.0,0.0
ADK1,0.0004655334775289871,0.000597339063524
ADK3,0.0,0.0
ADK3m,0.0,0.0
ADK4,0.0,0.0
ADK4m,0.0,0.0
ADNt2,0.0,0.0
AHSERL,0.0,0.0
AKGDam,0.043764075122321146,0.04525929325491987
AKGMAL,0.0,0.0
ALAt2r,0.0,0.0
ALATA_Lm,0.0,0.0
ALDD20xm,0.0,0.0
ALDD20y,0.0,0.0
ALDD20ym,0.0,0.0
ALDD2y,0.0,0.0
ALDD2ym,0.0,0.0
ALLTTti,0.0,0.0
AMETt2,0.0,0.0
AMID,0.0,0.0
AMID2,0.0,0.0
AMPN,0.0,0.0
ARAB_Lt,0.0,0.0
ARABR,0.0,0.0
ARGt2r,0.0,0.0
ARMT,0.0,0.0
ASNNe,0.0,0.0
ASNt2r,0.0,0.0
ASPt2m,0.0,0.0
ASPt2n,0.0,0.0
ASPt2r,0.0,0.0
ATHRDHr,0.0,0.0
ATPATF2,0.0,0.0
ATPATF3,0.0,0.0
ATPH1,0.0,0.0
ATPS,0.0,0.0
ATPS3g,0.0,0.0
ATPtm_H,0.6706788717404107,0.6956024426421831
BTNt2i,5.281885712808049e-10,4.965423513128528e-10
CHLt2,0.0,0.0
CHTNDA,0.0,0.0
CITtbm,0.0,-0.00010368641527642997
CO2tn,0.0,0.0
COUCOAFm,0.0,0.0
CRNt,0.0,0.0
CRNtim,0.0,0.0
CSNt2,0.0,0.0
CTPS2,0.0,0.0
CYSt2r,0.0,0.0
CYSTLp,0.0,0.0
CYTDt2,0.0,0.0
DADNt2,0.0,0.0
DCTPD,0.0,0.0
DCYTD,0.0,0.0
DCYTt2,0.0,0.0
DESAT16,3.4096028236857893e-06,2.502464372199073e-06
DESAT18,0.0,0.0
DGSNt2,0.0,0.0
DHFRim,0.0,0.0
DHNPTtm,5.281885713309328e-10,0.0
DHPSm,5.281885713309328e-10,0.0
DHPTtm,-5.281885713309328e-10,0.0
DINSt2,0.0,0.0
D_LACtm,0.0,0.0
DOLK,0.0,0.0
dolpmmer,0.00012435379370377185,0.00018872085146347597
DPGM,0.0,0.0
DPRm,0.0,0.0
DRBK,0.0,0.0
DROPPRy,1.0563771425616097e-09,9.930847026257057e-10
DRTPPD,1.0563771425616097e-09,9.930847026257057e-10
DTTPt,0.0,0.0
DURIK1,0.0,0.0
DURIt2,0.0,0.0
DXHPScm,0.0,0.0
EHGLATm,0.0,0.0
EHGLATp,0.0,0.0
ERGSTt,0.0,0.0
ERGSTter,4.5432123278469946e-05,1.691532001584877e-05
ERGTETROLter,4.5432123278469946e-05,1.691532001584877e-05
ETHAt,0.0,0.0
FA141COAabcp,0.0,0.0
FA161COAabcp,0.0,0.0
FACOAL100p,0.0,0.0
FACOAL120p,0.0,0.0
FACOAL140,0.0,0.0
FACOAL140p,0.0,0.0
FACOAL141,0.0,0.0
FACOAL141p,0.0,0.0
FACOAL160p,0.0,0.0
FACOAL161,0.0,0.0
FACOAL161p,0.0,0.0
FACOAL80p,0.0,0.0
FAO141p_even,0.0,0.0
FAO141p_odd,0.0,0.0
FAO161p_even,0.0,0.0
FAO161p_odd,0.0,0.0
FAO181p_even,0.0,0.0
FAO181p_odd,0.0,0.0
FBA2,0.0,0.0
FBA3,0.0,0.0
FOLD3m,0.0,0.0
FRDcm,0.0,0.0
FRUt2,0.0,0.0
FUMt2r,0.0,0.0
G12MT1g,0.0,0.0
G12MT2g,0.0,0.0
G3PCt,0.0,0.0
G5SD2,0.0,0.0
G6PI,0.0,0.0
GALt2,0.0,0.0
GAM6Pt,0.0,0.0
GCALDt,0.0,0.0
GCALDtm,-5.281885713309328e-10,0.0
GCC2am,0.0,0.0
GCC2cm,0.08880049817712954,0.0
GK2,0.0,0.0
GLCt1,0.026520792455159058,0.026520792455159058
GLNt2r,0.0,0.0
GLUK,0.0,0.0
GLUt2r,0.0,0.0
GLYCLm,1.147352464544825e-05,0.0
GLYOXm,0.0,0.0
GLYt2r,0.0,0.0
GSNt2,0.0,0.0
GTHOXti,0.0,0.0
GTHP,0.0,0.0
GTHRDt2,0.0,0.0
GTMLT,0.0,0.0
GUAt2r,0.0,0.0
H2Oter,-4.64479169243138e-05,-1.8265111776102766e-05
H2Otn,-2.128322847544262e-07,0.0
HCITSn,0.0,0.0
HCO3E,0.002613484295205829,0.002638486779296714
HCO3Em,0.0,0.0
HCO3En,0.0,0.0
HDCAt,0.0,0.0
HDCEAt,0.0,0.0
HICITDm,8.703535231161361e-05,0.00010810127573462299
HISt2r,0.0,0.0
HMGCOASm,-0.0002786906706773105,-0.00010959364991072446
HMPK1,0.0,0.0
HPROb,0.0,0.0
HPROxm,0.0,0.0
HPROym,0.0,0.0
HXANt2r,0.0,0.0
ICDHxm,0.04372485537668711,0.04543993617038007
ICDHym,0.00028384593329710227,0.000454682923785978
ICDHyp,0.0,0.0
ID3ACALDt,0.0,0.0
ID3ACALDtm,0.0,0.0
ILEt2r,0.0,0.0
ILETAm,-0.00013023968551931065,-7.636357781893736e-05
INDPYRD,0.0,0.0
INSt2,0.0,0.0
INSTt2,0.0,0.0
IPPSm,9.256920254194386e-05,0.0001254243608964577
ITCOALm,0.0,0.0
LEUt2r,0.0,0.0
LEUTAm,0.0,0.0
L_LACt2r,0.0,0.0
LSERDHr,0.0,0.0
LYSt2r,0.0,0.0
MALt2r,0.0,0.0
MALTt2,0.0,0.0
MANt2,0.0,0.0
ME2m,0.0,0.0
METt2r,0.0,0.0
MEVK2,0.0,1.8882851954260384e-05
MEVK3,0.0,0.0
MEVK4,0.0,0.0
MHPGLUT,0.0,0.0
MI1345PKn,0.0,0.0
MI1456PKn,0.0,0.0
MI145P6Kn,0.0,0.0
MI145PKn,0.0,0.0
MMETt2,0.0,0.0
MTAP,0.0,0.0
MTHFC,3.8461405485614374e-05,0.00015428518219835535
MTHFCm,1.147352464544825e-05,3.972338810502823e-09
NADH2_u6cm,0.0013622039244843218,0.0010911525133309825
NADH2_u6m,0.0,0.0
NAt3_1,0.0,0.0
NDP1,0.0,0.0
NDP3g,0.0,0.0
NDPK9,0.0,0.0
NMNTP,0.0,0.0
NNDPRm,1.0563771425534454e-09,0.0
NNMT,0.0,0.0
NTD2,0.0,0.0
NTRLASE2,0.0,0.0
NTRLASE3,0.0,0.0
O2ter,4.64479169243138e-05,1.8265111776102766e-05
OCDCAt,0.0,0.0
OHPBAT,0.0,0.0
OMCDCm,9.256920254194386e-05,0.0001254243608964577
ORNt2r,0.0,0.0
OXAGm,8.703535231161361e-05,0.00010810127573462299
OXO2Ctm,0.0,0.0
P5CR,0.0,0.0
PANTtm,0.0,0.0
PAtm_PP,1.7937938099272296e-06,0.0
PDE3,0.0,0.0
PDE5,0.0,0.0
PDX5PO,0.0,0.0
pepat,0.0,0.0
PFK_2,0.0,0.0
PFK_3,0.0,0.0
PGAMT,0.0,0.0
PHEt2r,0.0,0.0
PIt2m,0.6706734882462266,0.6954986700849718
PMI12346PH,0.0,0.0
PMI1346PH,0.0,0.0
PNTOt2,0.0,0.0
POLYAO,0.0,0.0
POLYAO2,0.0,0.0
PPNCL2,0.0,7.632879605451448e-08
PROt2r,0.0,0.0
PSPHPL,0.0,0.0
PTE2x,0.0,0.0
PUNP1m,0.0,0.0
PUNP3m,0.0,0.0
PUNP7,0.0,0.0
PYAM5PO,0.0,0.0
PYDXNO,0.0,0.0
PYDXO,0.0,0.0
PYR5CDm,0.0,0.0
PYRt2,0.0,0.0
PYRt2m,0.045219965219985774,0.04689973369701043
QUILSYN,0.0,0.0
RBFKm,0.0,0.0
RIBFLVt2,0.0,0.0
RNDR1n,2.128322847544262e-07,0.0
RNDR2n,0.0,0.0
RNDR3n,0.0,0.0
RNDR4n,0.0,0.0
RNMK,0.0,0.0
RNTR1,0.0,0.0
RNTR2,0.0,0.0
RNTR3,0.0,0.0
RNTR4,0.0,0.0
SBT_Lt,0.0,0.0
SERt2r,0.0,0.0
SLFAT,2.7765678494622762e-05,2.0796901847146108e-05
SPHPL,1.2592502652841414e-07,3.888778985310748e-09
SQ23EPXter,4.64479169243138e-05,1.8265111776102766e-05
SQLter,4.64479169243138e-05,1.8265111776102766e-05
SRB_Lt,0.0,0.0
SUCCt2r,0.0,0.0
SUCD2_u6m,0.04376407089681258,0.04525928928258106
T4HCINNMFM,0.0,0.0
THIORDXi,2.1388866189697965e-07,0.0
THMDPe,5.281885712808049e-10,4.965423513128528e-10
THMDt2,0.0,0.0
THMPe,0.0,0.0
THMt2,5.281885712808049e-10,4.965423513128528e-10
THRA2i,0.0,0.0
THRD_Lm,0.0,0.0
THRt2r,0.0,0.0
THYMt3r,0.0,0.0
TMDPP,0.0,0.0
TMDPPK,0.0,0.0
TRDRm,0.0,0.0
TREt2,0.0,0.0
TRPt2r,0.0,0.0
TRPTA,0.0,0.0
TYRt2r,0.0,0.0
udpg4e,0.0,0.0
UMPKn,0.0,0.0
URAt2,0.0,0.0
UREA2t2,0.0,0.0
URIDK2rn,0.0,0.0
URIt2,0.0,0.0
VALt2r,0.0,0.0
XANt,0.0,0.0
XPPT,0.0,0.0
XTSNt2,0.0,0.0
XYLR,0.0,0.0
XYLt,0.0,0.0
XYLTt,0.0,0.0
YUMPS,0.0,0.0
ZYMSTt,0.0,0.0
NDP7,0.0,0.0
ACOAHim,0.0,0.0
NADS1n,0.0,0.0
TYRTAim,0.0,0.0
TYRTAip,0.0,0.0
FTHFLmi,0.0,0.0
GLYCDy,0.0,0.0
VALTAim,0.0,0.0
DASYNm_PP,1.7937938099272296e-06,0.0
PSERSm_PP,0.0,-1.7427003899830018e-07
DHORDfum,0.0,0.0
BTDD_RR,0.0,0.0
G6PI3,0.0,0.0
PPTTm,5.28188571283499e-10,4.965423513100787e-10
ACON3MT,0.0,0.0
PI3P5K_PP,0.0,0.0
HEMEOSm,0.0,0.0
GGTT,5.28188571283499e-10,4.965423513100787e-10
C3STDH2,4.64479169243138e-05,1.8175612728399863e-05
C3STKR2,4.64479169243138e-05,1.8175612728399863e-05
C4STMO2,4.64479169243138e-05,1.8175612728399863e-05
PLBP1I_PPe,0.0,0.0
ACALDCD,0.0,0.0
ARAB14LO,0.0,0.0
16GS,0.0,0.0
GLCGSDv,0.0,0.0
3IPM3MT,0.0,0.0
3MOBDC,0.0,0.0
4MOPDC,0.0,0.0
ACHLE1,0.0,0.0
ACHLE2,0.0,0.0
ACHLE3,0.0,0.0
ALCD22xi,0.0,0.0
ALCD22xim,0.0,0.0
ALCD22yi,0.0,0.0
ALCD23xi,0.0,0.0
ALCD23xim,0.0,0.0
ALCD23yi,0.0,0.0
ALCD24xi,0.0,0.0
ALCD24xim,0.0,0.0
ALCD24yi,0.0,0.0
ALCD25xi,0.0,0.0
ALCD25xim,0.0,0.0
ALCD25yi,0.0,0.0
ALCD26xi,0.0,0.0
ALCD26xim,0.0,0.0
PTE10x,0.0,0.0
PTE11x,0.0,0.0
PTE7x,0.0,0.0
PTE8x,0.0,0.0
PTE9x,0.0,0.0
PCDAGAT,5.344282537520851e-07,0.0
DHORD4i,7.482547203731601e-06,5.1490582812875065e-05
DHORDi,0.0,0.0
COAHLp,0.0,0.0
LPP_PP,0.0,0.0
MI13456PKn,0.0,0.0
PI35BP5P_PP,0.0,0.0
PIN4Kn_PP,0.0,0.0
PMI12346PS,0.0,0.0
PMI1346PS,0.0,0.0
HEMEOMOm,0.0,0.0
PYRDC2,0.0,0.0
SBPP2er,0.0,0.0
C22STDSx,4.5432123278469946e-05,1.691532001584877e-05
LNS14DMx,4.64479169243138e-05,1.8175612728399863e-05
THZPSN1_PP,0.0,0.0
THZPSN2_PP,0.0,0.0
2MBALDt,0.0,0.0
2MBTOHt,0.0,0.0
2MPPALt,0.0,0.0
2PHETOHt,0.0,0.0
3C3HMPt,0.0,0.0
3MBALDt,0.0,0.0
3MOPt,0.0,0.0
4ABZt,0.0,0.0
BTDt_RR,0.0,0.0
FECOSTt,0.0,0.0
G3PIt,0.0,0.0
GLXt,0.0,0.0
GLYCt2,0.0,0.0
IAMOHt,0.0,0.0
IBUTOHt,0.0,0.0
IND3ETHt,0.0,0.0
LANOSTt,0.0,0.0
NACt,0.0,0.0
NADPt,0.0,0.0
NFORTYRt,0.0,0.0
NH4ti,0.0,0.0
OAAt,0.0,0.0
PACALDt,0.0,0.0
PTRCt3i,0.0,0.0
PTRCtex2,0.0,0.0
SO3ti,0.0,0.0
SPMDt3i,0.0,0.0
SPMDtex2,0.0,0.0
SPRMt2i,0.0,0.0
TTDCAtr,0.0,0.0
GDPMANNtg,0.0,0.0
UDPGALt2g,0.0,0.0
2MBALDtm,0.0,0.0
2MBTOHtm,0.0,0.0
2MPPALtm,0.0,0.0
3DH5HPBtm,0.0,0.0
3MBALDtm,0.0,0.0
CTPtm,1.7937938099272296e-06,0.0
D_LACt2m,0.0,0.0
IAMOHtm,0.0,0.0
IBUTOHtm,0.0,0.0
IND3ETHtm,0.0,0.0
IPDPtm,5.28188571283499e-10,4.965423513100787e-10
PACALDtm,0.0,0.0
PENDPtm,5.28188571283499e-10,4.965423513100787e-10
GLUt7m,0.0003310732097480673,0.0004332008832903453
THMPPt2m,0.0,0.0
HCO3tn,0.0,0.0
TRDOXtp,2.8489407840322997e-05,2.2893373170318156e-05
TRDRDtp,-2.8489407840322997e-05,-2.2893373170318156e-05
ASNt6,0.0,0.0
GLNt6,0.0,0.0
GLUt7,0.0,0.0
