,Derived,Consensus
GLCCERavg,4.980797861032566e-07,3.330277889479937e-06
IPC116PLC_PP,0.0,0.0
IPC118PLC_PP,-7.007596584641828e-08,0.0
IPC424PLC_PP,0.0,0.0
IPC426PLC_PP,0.0,0.0
IPCavg,7.042810637830984e-07,3.673434076911596e-06
IPCS116_PP,0.0,0.0
IPCS118_PP,0.0,3.6550669065270385e-07
IPCS424_PP,3.073460478256038e-08,3.030583113452067e-07
IPCS426_PP,2.7571514382919168e-08,2.123244896454903e-07
mip2c424plc_pp,0.0,0.0
mip2c426plc_pp,0.0,0.0
MIP2Cavg,2.7814236275875814e-08,3.673434076911596e-06
mip2cs424_pp,2.9761232815187126e-10,3.930574462295408e-08
mip2cs426_pp,0.0,0.0
mipc424plc_pp,0.0,0.0
mipc426plc_pp,0.0,0.0
MIPCavg,1.3562603764699797e-07,3.673434076911596e-06
MIPCS424_SC,5.098774060855599e-09,1.693453109456246e-07
MIPCS426_SC,3.1329614696456524e-09,8.485632717665788e-08
SPHLIPIDS,0.0,1.511701266218764e-05
SPHS1Pter,0.0,0.0
OGLYCOStg,0.0,0.0
CHITINtg,0.0,0.0
MANNANtg,0.0,0.0
FARCOAtm,0.0,0.0
FACOAtm,0.0,0.0
CLPNtm,0.0,4.7018560767915e-06
DEDOLPP,0.0,0.0
DEDOLS,0.0,0.0
NADHter,0.0013316042500533653,0.0009855960013709808
NADter,-0.0013316042500533653,-0.0009855960013709808
NADPHter,0.0013024842272990312,0.0009127604568696653
NADPter,-0.0013024842272990312,-0.0009127604568696653
GPAILter,0.0,0.0
PI34BP4P_PP,0.0,0.0
12DGRter,0.0,0.0
PEter,0.0,0.0
PAter,0.0,0.0
DUDPtn,0.0,0.0
MI13456Ptn,0.0,0.0
PMI23456PH,0.0,0.0
PMI23456PS,0.0,0.0
PMI12456PH,0.0,0.0
PMI12456PS,0.0,0.0
DPMI2346PH1,0.0,0.0
DPMI2346PS1,0.0,0.0
DPMI2346PH5,0.0,0.0
DPMI2346PS5,0.0,0.0
DPMI1246PH3,0.0,0.0
DPMI1246PS3,0.0,0.0
DPMI1246PH5,0.0,0.0
DPMI1246PS5,0.0,0.0
DNADtn,0.0,0.0
DOLter,0.0,0.0
2HBO,0.0,0.0
2HBt2,0.0,0.0
34HPPt2p,0.0,0.0
3C4MOPtm,0.005978767428706435,0.006331642943575034
4ABUTNtm,0.0,0.0
4ABUTtm,0.0,0.0
4H2OGLTtm,0.0,0.0
4H2OGLTtp,0.0,0.0
4HPRO_LTtm,0.0,0.0
8AONNt2,0.0,0.0
AABTN,0.0,0.0
AACTOOR,0.0,0.0
AASAD2,0.0060793538245746985,0.0056670246521845795
ACCOAtn,0.0,0.0
ACRNtp,0.0,0.0
ACtp,0.0,0.0
ADEtm,0.0,0.0
AHMMPS,0.0,0.0
AKGt2n,0.0,0.0
AKGtp,0.0,0.0
AOBUTDs,0.0,0.0
APRTO2,0.0,0.0
ARAB1D2,0.0,0.0
ARAB_Dt,0.0,0.0
ARGt2m,0.0,0.0
ASNt2m,0.0,0.0
CBPSn,0.0,0.0
CBPtn,0.0,0.0
CDPtn,0.0,0.0
CITtap,0.0,0.0
CITtcp,0.0,0.0
CMPN,0.0,0.0
CO2tp,0.0,0.0
COAtn,0.0,0.0
CRNtp,0.0,0.0
CYSTtp,0.0,0.0
DADPtn,0.0,0.0
DANNt2,0.0,0.0
DCDPtn,0.0,0.0
DDPAm,0.0016590552981756998,0.005403483321272964
DESAT14,0.0,0.0
DESAT18_2,0.0018156146321219749,0.001984596862383909
DGDPtn,0.0,0.0
DGGH,0.0,0.0
DIAT,0.0,0.0
DNTPPA,0.0,0.0
DOLPt2er,-0.011399112371594671,-0.010183486356819668
DPCOAKm,0.0,0.0
DUMPtn,0.0,0.0
E4HGLUtm,0.0,0.0
E4HGLUtp,0.0,0.0
E4Ptm,0.0016590552981756998,0.005403483321272964
FA100tp,0.0,0.0
FA120tp,0.0,0.0
FA80tp,0.0,0.0
FMNATm,0.0,0.0
FMNRx,0.0,0.0
FORtrn,0.0,0.0
FRUK,0.0,0.0
FTHFL2,0.0,0.0
G13MTg,0.0,0.0
G16MTg,0.0,0.0
G6PDA,0.0,0.0
GDPtg,0.0,0.0
GDPtn,0.0,0.0
GGLGH,0.0,0.0
GLNt2n,0.0,0.0
GLUt2n,0.0,0.0
GLXtp,0.0,0.0
GLYAT,0.0,0.0
GSNK,0.0,0.0
GSNtm,0.0,0.0
GUAtm,0.0,0.0
H2O2tn,0.0,0.0
HCYSt2p,0.0,0.0
HYPOE,0.0,0.0
IND3ACtm,0.0,0.0
INSK,0.0,0.0
Kt2,0.0,0.0
LCAD,0.0,0.0
L_LACtm,0.0,0.0
LYSt2m,0.0,0.0
HISt2m,0.0,0.0
MALOAAtp,0.0,0.0
MANNANter,-0.011399112371594671,-0.010183486356819668
MELIBt2,0.0,0.0
MGSA,0.0,0.0
MINOHPtn,0.0,0.0
NABTNO,0.0,0.0
NADNm,0.0,0.0
NADPPPSm,0.0,0.0
NADtn,0.0,0.0
NDP4,0.0,0.0
NH4tn,0.0,0.0
NMNt2m,0.0,0.0
NMNt2p,0.0,0.0
NTD10,0.0,0.0
NTD3,0.0,0.0
NTD5,0.0,0.0
NTD7,0.0,0.0
NTP4,0.0,0.0
OBDHc,0.0,0.0
PAK_PP,0.0,0.0
PAN4Ptm,0.0,0.0
PAPtm,0.0,0.0
PHCHGS,0.0,0.0
PHEt2m,0.0,0.0
PI3P4K_PP,0.0,0.0
PIt2n,0.0,0.0
PIt2p,0.0,0.0
PNP,0.0,0.0
PPND,0.0,0.0
PRPPtm,-5.7886546937749754e-08,-5.358742524750043e-08
PTD1INOtn_SC,0.0,0.0
PTPATim,0.0,0.0
PYDAMK,0.0,0.0
PYDXK,0.0,0.0
PYDXNK,0.0,0.0
PYNP2r,0.0,0.0
PYRt2p,0.0,0.0
QULNtm,0.0,0.0
RIBFLVtm,0.0,0.0
SHSL1,0.0,0.0
SHSL4r,0.0,0.0
SPMDAT1,0.0,0.0
SUCRt2,0.0,0.0
TMDK1,0.0,0.0
TMN,0.0,0.0
MPK,0.0,0.0
TREHv,0.0,0.0
TRPt2m,0.0,0.0
TYRt2m,0.0,0.0
UMPtn,0.0,0.0
XYLTD_D,0.0,0.0
ACOHT,0.0,0.0
NFORTYRS,0.0,0.0
COAHLm,0.0,0.0
PSPH1Pter,0.0,0.0
SPH1Pter,0.0,0.0
2MBACt,0.0,0.0
ACESt,0.0,0.0
IAMACt,0.0,0.0
IBUTACt,0.0,0.0
PHEACt,0.0,0.0
TAURt,0.0,0.0
FRDPtm,0.0,0.0
AMPtn,0.0,0.0
ASPt5n,0.0,0.0
MI145Ptn,0.0,0.0
PI4Ptn,0.0,0.0
23CAMPH,0.0,0.0
AC2MBTOHT,0.0,0.0
AC2PHETOHT,0.0,0.0
ACIAMOHT,0.0,0.0
ACIBUTOHT,0.0,0.0
PECTH,0.0,0.0
5AOPt2,0.0,0.0
ABUTt2r,0.0,0.0
AKGt2r,0.0,0.0
ARAB1D1,0.0,0.0
CBASPtn,0.0,0.0
CERH124,0.0,0.0
CERH126,1.4286419271327787e-06,4.551612906780515e-06
CERS2d24,0.0,0.0
CERS2d26,0.0,0.0
CERS324,2.1453458165434184e-06,6.380756926573063e-06
CERS326,1.3000977099439357e-06,4.4867880726144715e-06
CITt2r,0.0,0.0
CYOR_u6m,9.702916608641186,9.937484056121216
DNMPPA,0.0,0.0
FACOAL240p,0.0,0.0
FACOAL260p,0.0,0.0
FAO182p_even_even,0.0,0.0
FAO182p_even_odd,0.0,0.0
FAO182p_odd_odd,0.0,0.0
OCDCYAt,0.0,0.0
PAPt,0.0,0.0
PDE2,0.0,0.0
pla2_2e,0.0,0.0
SBTD_D2,0.0,0.0
SBTD_L,0.0,0.0
SBTR,0.0,0.0
PDXPHT,0.0,0.0
E4PDH,0.0,0.0
EPISTESTH_Ppe,0.0,0.0
ERGSTESTH_Ppe,0.0,0.0
FECOSTESTH_Ppe,0.0,0.0
LANOSTESTH_Ppe,0.0,0.0
ZYMSTESTH_Ppe,0.0,0.0
plbpc_ppe2,0.0,0.0
CERS124er,0.0,0.0
CERS126er,0.0,0.0
CERASE124er,0.0,0.0
CERASE126er,0.0,0.0
CERASE224er,0.0,0.0
CERASE226er,0.0,0.0
PTE12x,0.0,0.0
MN1PP,0.0,0.0
MN6PR,0.0,0.0
MNDH,0.0,0.0
PDX5PSYN,0.0,0.0
CERS224er,0.0,0.0
CERS226er,0.0,0.0
IPC124PLC_PP,-1.6357552353842567e-08,0.0
IPC126PLC_PP,0.0,0.0
IPC224PLC_PP,0.0,0.0
IPC226PLC_PP,0.0,0.0
IPC324PLC_PP,0.0,0.0
IPC326PLC_PP,0.0,0.0
IPCS124_PP,0.0,0.0
IPCS126_PP,0.0,0.0
IPCS224_PP,1.1972778084312673e-08,6.244837930749714e-08
IPCS226_PP,9.648650573828449e-09,5.0326046853688864e-08
IPCS324_PP,3.8119512162894847e-07,5.868310937866275e-06
IPCS326_PP,3.2016515005314213e-07,4.158327375063927e-06
MIP2C124PLC_PP,1.6357552353842567e-08,0.0
MIP2C126PLC_PP,0.0,0.0
MIP2C224PLC_PP,0.0,0.0
MIP2C226PLC_PP,0.0,0.0
MIP2C324PLC_PP,-1.6357552353842567e-08,0.0
MIP2C326PLC_PP,0.0,0.0
MIP2CS124_PP,1.6357552353842567e-08,0.0
MIP2CS126_PP,0.0,0.0
MIP2CS224_PP,0.0,0.0
MIP2CS226_PP,0.0,0.0
MIP2CS324_PP,0.0,2.16034658063171e-06
MIP2CS326_PP,1.1159071593881377e-08,1.4737817516569324e-06
MIPC124PLC_PP,0.0,0.0
MIPC126PLC_PP,0.0,0.0
MIPC224PLC_PP,0.0,0.0
MIPC226PLC_PP,0.0,0.0
MIPC324PLC_PP,0.0,0.0
MIPC326PLC_PP,0.0,0.0
PYMDSYN,0.0,0.0
ALADt2r,0.0,0.0
EPISTt,0.0,0.0
PHEDt2r,0.0,0.0
ALADO,0.0,0.0
PHEDO,0.0,0.0
13BGHe,0.0,0.0
2DDA7Ptm,-0.0016590552981756998,-0.005403483321272964
2OXOADPtim,0.0,0.0
34HPLFM,0.0,0.0
34HPPt2m,0.0,0.0
3OPHB_5tm,0.0,0.0
4ABZtm,2.8943273493039443e-08,0.0
4HBZCOAFm,0.0,0.0
4HBZFm,0.0,0.0
4HGLSDm,0.0,0.0
4HTHRS,0.0,0.0
AASAD1,0.0,0.0
ACACT1m,0.00798979915996114,0.005913736770501627
ACALDt,0.0,0.0
ACP1e,0.0,0.0
ACRNtm,0.0,0.0
ACSm,0.0,0.0
ACSp,0.0,0.0
ACt2e,0.0,0.0
ADEt2,0.0,0.0
ADK1,0.03157625182383684,0.030632366587185978
ADK3,0.0,0.0
ADK3m,0.0,0.0
ADK4,0.0,0.0
ADK4m,0.0,0.0
ADNt2,0.0,0.0
AHSERL,0.0,0.0
AKGDam,1.5643987582768009,1.5942258649011243
AKGMAL,0.0,0.0
ALAt2r,0.0,0.0
ALATA_Lm,0.0,0.0
ALDD20xm,0.0,0.0
ALDD20y,0.0,0.0
ALDD20ym,0.0,0.0
ALDD2y,0.0,0.0
ALDD2ym,0.0,0.0
ALLTTti,0.0,0.0
AMETt2,0.0,0.0
AMID,0.0,0.0
AMID2,0.0,0.0
AMPN,0.0,0.0
ARAB_Lt,0.0,0.0
ARABR,0.0,0.0
ARGt2r,0.0,0.0
ARMT,0.0,0.0
ASNNe,0.0,0.0
ASNt2r,0.0,0.0
ASPt2m,0.0,0.0
ASPt2n,0.0,0.0
ASPt2r,0.0,0.0
ATHRDHr,0.0,0.0
ATPATF2,0.0,0.0
ATPATF3,0.0,0.0
ATPH1,0.0,0.0
ATPS,0.0,0.0
ATPS3g,0.0,0.0
ATPtm_H,24.171575540863042,24.77413227461872
BTNt2i,2.8943273491351297e-08,2.6793712623515844e-08
CHLt2,0.0,0.0
CHTNDA,0.0,0.0
CITtbm,-0.0016590552981756998,-0.005403483321272964
CO2tn,0.0,0.0
COUCOAFm,0.0,0.0
CRNt,0.0,0.0
CRNtim,0.0,0.0
CSNt2,0.0,0.0
CTPS2,0.0,0.0
CYSt2r,0.0,0.0
CYSTLp,0.0,0.0
CYTDt2,0.0,0.0
DADNt2,0.0,0.0
DCTPD,0.0,0.0
DCYTD,0.0,0.0
DCYTt2,0.0,0.0
DESAT16,0.00012353666569077355,0.00013503442568797735
DESAT18,0.0,0.0
DGSNt2,0.0,0.0
DHFRim,0.0,0.0
DHNPTtm,2.8943273493039443e-08,0.0
DHPSm,2.8943273493039443e-08,0.0
DHPTtm,-2.8943273493039443e-08,0.0
DINSt2,0.0,0.0
D_LACtm,0.0,0.0
DOLK,0.0,0.0
dolpmmer,0.011399112371594671,0.010183486356819668
DPGM,0.0,0.0
DPRm,0.0,0.0
DRBK,0.0,0.0
DROPPRy,5.788654698270259e-08,5.358742524703169e-08
DRTPPD,5.788654698270259e-08,5.358742524703169e-08
DTTPt,0.0,0.0
DURIK1,0.0,0.0
DURIt2,0.0,0.0
DXHPScm,0.0,0.0
EHGLATm,0.0,0.0
EHGLATp,0.0,0.0
ERGSTt,0.0,0.0
ERGSTter,0.0013024842272990312,0.0009127604568696653
ERGTETROLter,0.0013024842272990312,0.0009127604568696653
ETHAt,0.0,0.0
FA141COAabcp,0.0,0.0
FA161COAabcp,0.0,0.0
FACOAL100p,0.0,0.0
FACOAL120p,0.0,0.0
FACOAL140,0.0,0.0
FACOAL140p,0.0,0.0
FACOAL141,0.0,0.0
FACOAL141p,0.0,0.0
FACOAL160p,0.0,0.0
FACOAL161,0.0,0.0
FACOAL161p,0.0,0.0
FACOAL80p,0.0,0.0
FAO141p_even,0.0,0.0
FAO141p_odd,0.0,0.0
FAO161p_even,0.0,0.0
FAO161p_odd,0.0,0.0
FAO181p_even,0.0,0.0
FAO181p_odd,0.0,0.0
FBA2,0.0,0.0
FBA3,0.0,0.0
FOLD3m,0.0,0.0
FRDcm,0.0,0.0
FRUt2,0.0,0.0
FUMt2r,0.0,0.0
G12MT1g,0.0,0.0
G12MT2g,0.0,0.0
G3PCt,0.0,0.0
G5SD2,0.0,0.0
G6PI,0.0,0.0
GALt2,0.0,0.0
GAM6Pt,0.0,0.0
GCALDt,0.0,0.0
GCALDtm,-2.8943273493039443e-08,0.0
GCC2am,0.0,0.0
GCC2cm,0.0,0.0
GK2,0.0,0.0
GLCt1,1.0,1.0
GLNt2r,0.0,0.0
GLUK,0.0,0.0
GLUt2r,0.0,0.0
GLYCLm,0.00031426574820585755,3.8482365719336415e-05
GLYOXm,0.0,0.0
GLYt2r,0.0,0.0
GSNt2,0.0,0.0
GTHOXti,0.0,0.0
GTHP,0.0,0.0
GTHRDt2,0.0,0.0
GTMLT,0.0,0.0
GUAt2r,0.0,0.0
H2Oter,-0.0013316042500533653,-0.0009855960013709808
H2Otn,0.0,0.0
HCITSn,0.0,0.0
HCO3E,0.11994037620141317,0.13869867305622516
HCO3Em,0.0,0.0
HCO3En,0.0,0.0
HDCAt,0.0,0.0
HDCEAt,0.0,0.0
HICITDm,0.0060793538245746985,0.0056670246521845795
HISt2r,0.0,0.0
HMGCOASm,-0.00798979915996114,-0.005913736770501627
HMPK1,0.0,0.0
HPROb,0.0,0.0
HPROxm,0.0,0.0
HPROym,0.0,0.0
HXANt2r,0.0,0.0
ICDHxm,1.56409360049286,1.6040532574078845
ICDHym,0.01969784363451046,0.02291698256070689
ICDHyp,0.0,0.0
ID3ACALDt,0.0,0.0
ID3ACALDtm,0.0,0.0
ILEt2r,0.0,0.0
ILETAm,-0.0033806988572665166,-0.003933175015717815
INDPYRD,0.0,0.0
INSt2,0.0,0.0
INSTt2,0.0,0.0
IPPSm,0.005978767428706435,0.006331642943575034
ITCOALm,0.0,0.0
LEUt2r,0.0,0.0
LEUTAm,0.0,0.0
L_LACt2r,0.0,0.0
LSERDHr,0.0,0.0
LYSt2r,0.0,0.0
MALt2r,0.0,0.0
MALTt2,0.0,0.0
MANt2,0.0,0.0
ME2m,0.0,0.0
METt2r,0.0,0.0
MEVK2,0.0,0.0010189296188676574
MEVK3,0.0,0.0
MEVK4,0.0,0.0
MHPGLUT,0.0,0.0
MI1345PKn,0.0,0.0
MI1456PKn,0.0,0.0
MI145P6Kn,0.0,0.0
MI145PKn,0.0,0.0
MMETt2,0.0,0.0
MTAP,0.0,0.0
MTHFC,0.004090283903677792,0.007366130370131905
MTHFCm,0.00031426574820585755,3.8482365719336415e-05
NADH2_u6cm,0.07860097515631127,0.05941746874827706
NADH2_u6m,0.0,0.0
NAt3_1,0.0,0.0
NDP1,0.0,0.0
NDP3g,0.0,0.0
NDPK9,0.0,0.0
NMNTP,0.0,0.0
NNDPRm,0.0,0.0
NNMT,0.0,0.0
NTD2,0.0,0.0
NTRLASE2,0.0,0.0
NTRLASE3,0.0,0.0
O2ter,0.0013316042500533653,0.0009855960013709808
OCDCAt,0.0,0.0
OHPBAT,0.0,0.0
OMCDCm,0.005978767428706435,0.006331642943575034
ORNt2r,0.0,0.0
OXAGm,0.0060793538245746985,0.0056670246521845795
OXO2Ctm,0.0,0.0
P5CR,0.0,0.0
PANTtm,0.0,0.0
PAtm_PP,5.2779774070856333e-05,0.0
PDE3,0.0,0.0
PDE5,0.0,0.0
PDX5PO,0.0,0.0
pepat,0.0,0.0
PFK_2,0.0,0.0
PFK_3,0.0,0.0
PGAMT,0.0,0.0
PHEt2r,0.0,0.0
PIt2m,24.169758204129206,24.7687241430288
PMI12346PH,0.0,0.0
PMI1346PH,0.0,0.0
PNTOt2,0.0,0.0
POLYAO,0.0,0.0
POLYAO2,0.0,0.0
PPNCL2,0.0,4.118746006192799e-06
PROt2r,0.0,0.0
PSPHPL,0.0,0.0
PTE2x,0.0,0.0
PUNP1m,0.0,0.0
PUNP3m,0.0,0.0
PUNP7,0.0,0.0
PYAM5PO,0.0,0.0
PYDXNO,0.0,0.0
PYDXO,0.0,0.0
PYR5CDm,0.0,0.0
PYRt2,0.0,0.0
PYRt2m,1.6374771509060417,1.6787509716047266
QUILSYN,0.0,0.0
RBFKm,0.0,0.0
RIBFLVt2,0.0,0.0
RNDR1n,0.0,0.0
RNDR2n,0.0,0.0
RNDR3n,0.0,0.0
RNDR4n,0.0,0.0
RNMK,0.0,0.0
RNTR1,0.0,0.0
RNTR2,0.0,0.0
RNTR3,0.0,0.0
RNTR4,0.0,0.0
SBT_Lt,0.0,0.0
SERt2r,0.0,0.0
SLFAT,0.001992365833555165,0.0009142875295722143
SPHPL,1.7207740242347858e-06,2.0984076446509284e-07
SQ23EPXter,0.0013316042500533653,0.0009855960013709808
SQLter,0.0013316042500533653,0.0009855960013709808
SRB_Lt,0.0,0.0
SUCCt2r,0.0,0.0
SUCD2_u6m,1.564398526730613,1.5942256505514232
T4HCINNMFM,0.0,0.0
THIORDXi,0.0,0.0
THMDPe,2.8943273491351297e-08,2.6793712623515844e-08
THMDt2,0.0,0.0
THMPe,0.0,0.0
THMt2,2.8943273491351297e-08,2.6793712623515844e-08
THRA2i,0.0,0.0
THRD_Lm,0.0,0.0
THRt2r,0.0,0.0
THYMt3r,0.0,0.0
TMDPP,0.0,0.0
TMDPPK,0.0,0.0
TRDRm,0.0,0.0
TREt2,0.0,0.0
TRPt2r,0.0,0.0
TRPTA,0.0,0.0
TYRt2r,0.0,0.0
udpg4e,0.0,0.0
UMPKn,0.0,0.0
URAt2,0.0,0.0
UREA2t2,0.0,0.0
URIDK2rn,0.0,0.0
URIt2,0.0,0.0
VALt2r,0.0,0.0
XANt,0.0,0.0
XPPT,0.0,0.0
XTSNt2,0.0,0.0
XYLR,0.0,0.0
XYLt,0.0,0.0
XYLTt,0.0,0.0
YUMPS,0.0,0.0
ZYMSTt,0.0,0.0
NDP7,0.0,0.0
ACOAHim,0.0,0.0
NADS1n,0.0,0.0
TYRTAim,0.0,0.0
TYRTAip,0.0,0.0
FTHFLmi,0.0,0.0
GLYCDy,0.0,0.0
VALTAim,0.0,0.0
DASYNm_PP,5.2779774070856333e-05,0.0
PSERSm_PP,0.0,-9.403712153583e-06
DHORDfum,0.0,0.0
BTDD_RR,0.0,0.0
G6PI3,0.0,0.0
PPTTm,2.894327349141298e-08,2.6793712623634038e-08
ACON3MT,0.0,0.0
PI3P5K_PP,0.0,0.0
HEMEOSm,0.0,0.0
GGTT,2.894327349141298e-08,2.6793712623634038e-08
C3STDH2,0.0013316042500533653,0.0009807665809642631
C3STKR2,0.0013316042500533653,0.0009807665809642631
C4STMO2,0.0013316042500533653,0.0009807665809642631
PLBP1I_PPe,0.0,0.0
ACALDCD,0.0,0.0
ARAB14LO,0.0,0.0
16GS,0.0,0.0
GLCGSDv,0.0,0.0
3IPM3MT,0.0,0.0
3MOBDC,0.0,0.0
4MOPDC,0.0,0.0
ACHLE1,0.0,0.0
ACHLE2,0.0,0.0
ACHLE3,0.0,0.0
ALCD22xi,0.0,0.0
ALCD22xim,0.0,0.0
ALCD22yi,0.0,0.0
ALCD23xi,0.0,0.0
ALCD23xim,0.0,0.0
ALCD23yi,0.0,0.0
ALCD24xi,0.0,0.0
ALCD24xim,0.0,0.0
ALCD24yi,0.0,0.0
ALCD25xi,0.0,0.0
ALCD25xim,0.0,0.0
ALCD25yi,0.0,0.0
ALCD26xi,0.0,0.0
ALCD26xim,0.0,0.0
PTE10x,0.0,0.0
PTE11x,0.0,0.0
PTE7x,0.0,0.0
PTE8x,0.0,0.0
PTE9x,0.0,0.0
PCDAGAT,1.9536489800847102e-05,0.0
DHORD4i,0.001064949080418906,0.0027784616459357574
DHORDi,0.0,0.0
COAHLp,0.0,0.0
LPP_PP,0.0,0.0
MI13456PKn,0.0,0.0
PI35BP5P_PP,0.0,0.0
PIN4Kn_PP,0.0,0.0
PMI12346PS,0.0,0.0
PMI1346PS,0.0,0.0
HEMEOMOm,0.0,0.0
PYRDC2,0.0,0.0
SBPP2er,0.0,0.0
C22STDSx,0.0013024842272990312,0.0009127604568696653
LNS14DMx,0.0013316042500533653,0.0009807665809642631
THZPSN1_PP,0.0,0.0
THZPSN2_PP,0.0,0.0
2MBALDt,0.0,0.0
2MBTOHt,0.0,0.0
2MPPALt,0.0,0.0
2PHETOHt,0.0,0.0
3C3HMPt,0.0,0.0
3MBALDt,0.0,0.0
3MOPt,0.0,0.0
4ABZt,0.0,0.0
BTDt_RR,0.0,0.0
FECOSTt,0.0,0.0
G3PIt,0.0,0.0
GLXt,0.0,0.0
GLYCt2,0.0,0.0
IAMOHt,0.0,0.0
IBUTOHt,0.0,0.0
IND3ETHt,0.0,0.0
LANOSTt,0.0,0.0
NACt,0.0,0.0
NADPt,0.0,0.0
NFORTYRt,0.0,0.0
NH4ti,0.0,0.0
OAAt,0.0,0.0
PACALDt,0.0,0.0
PTRCt3i,0.0,0.0
PTRCtex2,0.0,0.0
SO3ti,0.0,0.0
SPMDt3i,0.0,0.0
SPMDtex2,0.0,0.0
SPRMt2i,0.0,0.0
TTDCAtr,0.0,0.0
GDPMANNtg,0.0,0.0
UDPGALt2g,0.0,0.0
2MBALDtm,0.0,0.0
2MBTOHtm,0.0,0.0
2MPPALtm,0.0,0.0
3DH5HPBtm,0.0,0.0
3MBALDtm,0.0,0.0
CTPtm,5.2779774070856333e-05,0.0
D_LACt2m,0.0,0.0
IAMOHtm,0.0,0.0
IBUTOHtm,0.0,0.0
IND3ETHtm,0.0,0.0
IPDPtm,2.894327349141298e-08,2.6793712623634038e-08
PACALDtm,0.0,0.0
PENDPtm,2.894327349141298e-08,2.6793712623634038e-08
GLUt7m,0.019201871187410506,0.022106953288133082
THMPPt2m,0.0,0.0
HCO3tn,0.0,0.0
TRDOXtp,0.002130090078529803,0.0010274143353884654
TRDRDtp,-0.002130090078529803,-0.0010274143353884654
ASNt6,0.0,0.0
GLNt6,0.0,0.0
GLUt7,0.0,0.0
ILEt6,0.0,0.0
LEUt6,0.0,0.0
TCHOLAabcv,0.0,0.0
NFTYROX,0.0,0.0
2DOXG6PP,0.0,0.0
THIORDXm,0.0,0.0
