,Derived,Consensus
GLCCERavg,1.452591631375355e-08,9.71236722987604e-08
IPC116PLC_PP,0.0,0.0
IPC118PLC_PP,-2.0436838512444677e-09,0.0
IPC424PLC_PP,0.0,0.0
IPC426PLC_PP,0.0,0.0
IPCavg,2.0539536193411736e-08,1.0713142246299944e-07
IPCS116_PP,0.0,0.0
IPCS118_PP,0.0,1.0659576535068444e-08
IPCS424_PP,8.963389189120975e-10,8.838342353197454e-09
IPCS426_PP,8.040910748518282e-10,6.192196218361368e-09
mip2c424plc_pp,0.0,0.0
mip2c426plc_pp,0.0,0.0
MIP2Cavg,8.111697759012885e-10,1.0713142246299944e-07
mip2cs424_pp,8.679516602143787e-12,1.146306220354094e-09
mip2cs426_pp,0.0,0.0
mipc424plc_pp,0.0,0.0
mipc426plc_pp,0.0,0.0
MIPCavg,3.955375278806963e-09,1.0713142246299944e-07
MIPCS424_SC,1.4869980147191028e-10,4.938758575544274e-09
MIPCS426_SC,9.136916894044083e-11,2.474735858895287e-09
SPHLIPIDS,0.0,4.4087005128806355e-07
SPHS1Pter,0.0,0.0
OGLYCOStg,0.0,0.0
CHITINtg,0.0,0.0
MANNANtg,0.0,0.0
FARCOAtm,0.0,0.0
FACOAtm,0.0,0.0
CLPNtm,0.0,1.3712415118293508e-07
DEDOLPP,0.0,0.0
DEDOLS,0.0,0.0
NADHter,3.883468560457462e-05,2.8743758398814075e-05
NADter,-3.883468560457462e-05,-2.8743758398814075e-05
NADPHter,3.798543408827966e-05,2.6619594653141714e-05
NADPter,-3.798543408827966e-05,-2.6619594653141714e-05
GPAILter,0.0,0.0
PI34BP4P_PP,0.0,0.0
12DGRter,0.0,0.0
PEter,0.0,0.0
PAter,0.0,0.0
DUDPtn,0.0,0.0
MI13456Ptn,0.0,0.0
PMI23456PH,0.0,0.0
PMI23456PS,0.0,0.0
PMI12456PH,0.0,0.0
PMI12456PS,0.0,0.0
DPMI2346PH1,0.0,0.0
DPMI2346PS1,0.0,0.0
DPMI2346PH5,0.0,0.0
DPMI2346PS5,0.0,0.0
DPMI1246PH3,0.0,0.0
DPMI1246PS3,0.0,0.0
DPMI1246PH5,0.0,0.0
DPMI1246PS5,0.0,0.0
DNADtn,0.0,0.0
DOLter,0.0,0.0
2HBO,0.0,0.0
2HBt2,0.0,0.0
34HPPt2p,0.0,0.0
3C4MOPtm,0.00017436378217280428,0.00018465498519121254
4ABUTNtm,0.0,0.0
4ABUTtm,0.0,0.0
4H2OGLTtm,0.0,0.0
4H2OGLTtp,0.0,0.0
4HPRO_LTtm,0.0,0.0
8AONNt2,0.0,0.0
AABTN,0.0,0.0
AACTOOR,0.0,0.0
AASAD2,0.00017729726714740146,0.00016527216751684455
ACCOAtn,0.0,0.0
ACRNtp,0.0,0.0
ACtp,0.0,0.0
ADEtm,0.0,0.0
AHMMPS,0.0,0.0
AKGt2n,0.0,0.0
AKGtp,0.0,0.0
AOBUTDs,0.0,0.0
APRTO2,0.0,0.0
ARAB1D2,0.0,0.0
ARAB_Dt,0.0,0.0
ARGt2m,0.0,0.0
ASNt2m,0.0,0.0
CBPSn,0.0,0.0
CBPtn,0.0,0.0
CDPtn,0.0,0.0
CITtap,0.0,0.0
CITtcp,0.0,0.0
CMPN,0.0,0.0
CO2tp,0.0,0.0
COAtn,0.0,0.0
CRNtp,0.0,0.0
CYSTtp,0.0,0.0
DADPtn,0.0,0.0
DANNt2,0.0,0.0
DCDPtn,0.0,0.0
DDPAm,4.8384413689483985e-05,0.00015758629183016543
DESAT14,0.0,0.0
DESAT18_2,5.2950284151388515e-05,5.78784539020626e-05
DGDPtn,0.0,0.0
DGGH,0.0,0.0
DIAT,0.0,0.0
DNTPPA,0.0,0.0
DOLPt2er,-0.00033244182354055655,-0.0002969895079635844
DPCOAKm,0.0,0.0
DUMPtn,0.0,0.0
E4HGLUtm,0.0,0.0
E4HGLUtp,0.0,0.0
E4Ptm,4.8384413689483985e-05,0.00015758629183016543
FA100tp,0.0,0.0
FA120tp,0.0,0.0
FA80tp,0.0,0.0
FMNATm,0.0,0.0
FMNRx,0.0,0.0
FORtrn,0.0,0.0
FRUK,0.0,0.0
FTHFL2,0.0,0.0
G13MTg,0.0,0.0
G16MTg,0.0,0.0
G6PDA,0.0,0.0
GDPtg,0.0,0.0
GDPtn,0.0,0.0
GGLGH,0.0,0.0
GLNt2n,0.0,0.0
GLUt2n,0.0,0.0
GLXtp,0.0,0.0
GLYAT,0.0,0.0
GSNK,0.0,0.0
GSNtm,0.0,0.0
GUAtm,0.0,0.0
H2O2tn,0.0,0.0
HCYSt2p,0.0,0.0
HYPOE,0.0,0.0
IND3ACtm,0.0,0.0
INSK,0.0,0.0
Kt2,0.0,0.0
LCAD,0.0,0.0
L_LACtm,0.0,0.0
LYSt2m,0.0,0.0
HISt2m,0.0,0.0
MALOAAtp,0.0,0.0
MANNANter,-0.00033244182354055655,-0.0002969895079635844
MELIBt2,0.0,0.0
MGSA,0.0,0.0
MINOHPtn,0.0,0.0
NABTNO,0.0,0.0
NADNm,0.0,0.0
NADPPPSm,0.0,0.0
NADtn,0.0,0.0
NDP4,0.0,0.0
NH4tn,0.0,0.0
NMNt2m,0.0,0.0
NMNt2p,0.0,0.0
NTD10,0.0,0.0
NTD3,0.0,0.0
NTD5,0.0,0.0
NTD7,0.0,0.0
NTP4,0.0,0.0
OBDHc,0.0,0.0
PAK_PP,0.0,0.0
PAN4Ptm,0.0,0.0
PAPtm,0.0,0.0
PHCHGS,0.0,0.0
PHEt2m,0.0,0.0
PI3P4K_PP,0.0,0.0
PIt2n,0.0,0.0
PIt2p,0.0,0.0
PNP,0.0,0.0
PPND,0.0,0.0
PRPPtm,-1.688193658868145e-09,-1.5628147865718537e-09
PTD1INOtn_SC,0.0,0.0
PTPATim,0.0,0.0
PYDAMK,0.0,0.0
PYDXK,0.0,0.0
PYDXNK,0.0,0.0
PYNP2r,0.0,0.0
PYRt2p,0.0,0.0
QULNtm,0.0,0.0
RIBFLVtm,0.0,0.0
SHSL1,0.0,0.0
SHSL4r,0.0,0.0
SPMDAT1,0.0,0.0
SUCRt2,0.0,0.0
TMDK1,0.0,0.0
TMN,0.0,0.0
MPK,0.0,0.0
TREHv,0.0,0.0
TRPt2m,0.0,0.0
TYRt2m,0.0,0.0
UMPtn,0.0,0.0
XYLTD_D,0.0,0.0
ACOHT,0.0,0.0
NFORTYRS,0.0,0.0
COAHLm,0.0,0.0
PSPH1Pter,0.0,0.0
SPH1Pter,0.0,0.0
2MBACt,0.0,0.0
ACESt,0.0,0.0
IAMACt,0.0,0.0
IBUTACt,0.0,0.0
PHEACt,0.0,0.0
TAURt,0.0,0.0
FRDPtm,0.0,0.0
AMPtn,0.0,0.0
ASPt5n,0.0,0.0
MI145Ptn,0.0,0.0
PI4Ptn,0.0,0.0
23CAMPH,0.0,0.0
AC2MBTOHT,0.0,0.0
AC2PHETOHT,0.0,0.0
ACIAMOHT,0.0,0.0
ACIBUTOHT,0.0,0.0
PECTH,0.0,0.0
5AOPt2,0.0,0.0
ABUTt2r,0.0,0.0
AKGt2r,0.0,0.0
ARAB1D1,0.0,0.0
CBASPtn,0.0,0.0
CERH124,0.0,0.0
CERH126,4.16646763326954e-08,1.3274248427899015e-07
CERS2d24,0.0,0.0
CERS2d26,0.0,0.0
CERS324,6.256650975334014e-08,1.8608733724959657e-07
CERS326,3.791583409175571e-08,1.3085194356157646e-07
CITt2r,0.0,0.0
CYOR_u6m,0.2829742514931781,0.289815137646545
DNMPPA,0.0,0.0
FACOAL240p,0.0,0.0
FACOAL260p,0.0,0.0
FAO182p_even_even,0.0,0.0
FAO182p_even_odd,0.0,0.0
FAO182p_odd_odd,0.0,0.0
OCDCYAt,0.0,0.0
PAPt,0.0,0.0
PDE2,0.0,0.0
pla2_2e,0.0,0.0
SBTD_D2,0.0,0.0
SBTD_L,0.0,0.0
SBTR,0.0,0.0
PDXPHT,0.0,0.0
E4PDH,0.0,0.0
EPISTESTH_Ppe,0.0,0.0
ERGSTESTH_Ppe,0.0,0.0
FECOSTESTH_Ppe,0.0,0.0
LANOSTESTH_Ppe,0.0,0.0
ZYMSTESTH_Ppe,0.0,0.0
plbpc_ppe2,0.0,0.0
CERS124er,0.0,0.0
CERS126er,0.0,0.0
CERASE124er,0.0,0.0
CERASE126er,0.0,0.0
CERASE224er,0.0,0.0
CERASE226er,0.0,0.0
PTE12x,0.0,0.0
MN1PP,0.0,0.0
MN6PR,0.0,0.0
MNDH,0.0,0.0
PDX5PSYN,0.0,0.0
CERS224er,0.0,0.0
CERS226er,0.0,0.0
IPC124PLC_PP,-4.770489452075478e-10,0.0
IPC126PLC_PP,0.0,0.0
IPC224PLC_PP,0.0,0.0
IPC226PLC_PP,0.0,0.0
IPC324PLC_PP,0.0,0.0
IPC326PLC_PP,0.0,0.0
IPCS124_PP,0.0,0.0
IPCS126_PP,0.0,0.0
IPCS224_PP,3.4917211528799953e-10,1.8212341818709905e-09
IPCS226_PP,2.813916458497408e-10,1.4677004877430922e-09
IPCS324_PP,1.1117111335341959e-08,1.711424473846416e-07
IPCS326_PP,9.337243361424347e-09,1.2127277022811536e-07
MIP2C124PLC_PP,4.770489452075478e-10,0.0
MIP2C126PLC_PP,0.0,0.0
MIP2C224PLC_PP,0.0,0.0
MIP2C226PLC_PP,0.0,0.0
MIP2C324PLC_PP,-4.770489452075478e-10,0.0
MIP2C326PLC_PP,0.0,0.0
MIP2CS124_PP,4.770489452075478e-10,0.0
MIP2CS126_PP,0.0,0.0
MIP2CS224_PP,0.0,0.0
MIP2CS226_PP,0.0,0.0
MIP2CS324_PP,0.0,6.300398955048997e-08
MIP2CS326_PP,3.2544131409159695e-10,4.2981126692155375e-08
MIPC124PLC_PP,0.0,0.0
MIPC126PLC_PP,0.0,0.0
MIPC224PLC_PP,0.0,0.0
MIPC226PLC_PP,0.0,0.0
MIPC324PLC_PP,0.0,0.0
MIPC326PLC_PP,0.0,0.0
PYMDSYN,0.0,0.0
ALADt2r,0.0,0.0
EPISTt,0.0,0.0
PHEDt2r,0.0,0.0
ALADO,0.0,0.0
PHEDO,0.0,0.0
13BGHe,0.0,0.0
2DDA7Ptm,-4.8384413689483985e-05,-0.00015758629183016543
2OXOADPtim,0.0,0.0
34HPLFM,0.0,0.0
34HPPt2m,0.0,0.0
3OPHB_5tm,0.0,0.0
4ABZtm,8.44096830138804e-10,0.0
4HBZCOAFm,0.0,0.0
4HBZFm,0.0,0.0
4HGLSDm,0.0,0.0
4HTHRS,0.0,0.0
AASAD1,0.0,0.0
ACACT1m,0.00023301317820842828,0.00017246723883724413
ACALDt,0.0,0.0
ACP1e,0.0,0.0
ACRNtm,0.0,0.0
ACSm,0.0,0.0
ACSp,0.0,0.0
ACt2e,0.0,0.0
ADEt2,0.0,0.0
ADK1,0.0009208845737015605,0.0008933572611305269
ADK3,0.0,0.0
ADK3m,0.0,0.0
ADK4,0.0,0.0
ADK4m,0.0,0.0
ADNt2,0.0,0.0
AHSERL,0.0,0.0
AKGDam,0.045623866051367555,0.04649373884443149
AKGMAL,0.0,0.0
ALAt2r,0.0,0.0
ALATA_Lm,0.0,0.0
ALDD20xm,0.0,0.0
ALDD20y,0.0,0.0
ALDD20ym,0.0,0.0
ALDD2y,0.0,0.0
ALDD2ym,0.0,0.0
ALLTTti,0.0,0.0
AMETt2,0.0,0.0
AMID,0.0,0.0
AMID2,0.0,0.0
AMPN,0.0,0.0
ARAB_Lt,0.0,0.0
ARABR,0.0,0.0
ARGt2r,0.0,0.0
ARMT,0.0,0.0
ASNNe,0.0,0.0
ASNt2r,0.0,0.0
ASPt2m,0.0,0.0
ASPt2n,0.0,0.0
ASPt2r,0.0,0.0
ATHRDHr,0.0,0.0
ATPATF2,0.0,0.0
ATPATF3,0.0,0.0
ATPH1,0.0,0.0
ATPS,0.0,0.0
ATPS3g,0.0,0.0
ATPtm_H,0.7049358220800382,0.7225086867756738
BTNt2i,8.440968300895712e-10,7.814073932790917e-10
CHLt2,0.0,0.0
CHTNDA,0.0,0.0
CITtbm,-4.8384413689483985e-05,-0.00015758629183016543
CO2tn,0.0,0.0
COUCOAFm,0.0,0.0
CRNt,0.0,0.0
CRNtim,0.0,0.0
CSNt2,0.0,0.0
CTPS2,0.0,0.0
CYSt2r,0.0,0.0
CYSTLp,0.0,0.0
CYTDt2,0.0,0.0
DADNt2,0.0,0.0
DCTPD,0.0,0.0
DCYTD,0.0,0.0
DCYTt2,0.0,0.0
DESAT16,3.6028028391666413e-06,3.938121605707353e-06
DESAT18,0.0,0.0
DGSNt2,0.0,0.0
DHFRim,0.0,0.0
DHNPTtm,8.44096830138804e-10,0.0
DHPSm,8.44096830138804e-10,0.0
DHPTtm,-8.44096830138804e-10,0.0
DINSt2,0.0,0.0
D_LACtm,0.0,0.0
DOLK,0.0,0.0
dolpmmer,0.00033244182354055655,0.0002969895079635844
DPGM,0.0,0.0
DPRm,0.0,0.0
DRBK,0.0,0.0
DROPPRy,1.6881936601791424e-09,1.5628147865581833e-09
DRTPPD,1.6881936601791424e-09,1.5628147865581833e-09
DTTPt,0.0,0.0
DURIK1,0.0,0.0
DURIt2,0.0,0.0
DXHPScm,0.0,0.0
EHGLATm,0.0,0.0
EHGLATp,0.0,0.0
ERGSTt,0.0,0.0
ERGSTter,3.798543408827966e-05,2.6619594653141714e-05
ERGTETROLter,3.798543408827966e-05,2.6619594653141714e-05
ETHAt,0.0,0.0
FA141COAabcp,0.0,0.0
FA161COAabcp,0.0,0.0
FACOAL100p,0.0,0.0
FACOAL120p,0.0,0.0
FACOAL140,0.0,0.0
FACOAL140p,0.0,0.0
FACOAL141,0.0,0.0
FACOAL141p,0.0,0.0
FACOAL160p,0.0,0.0
FACOAL161,0.0,0.0
FACOAL161p,0.0,0.0
FACOAL80p,0.0,0.0
FAO141p_even,0.0,0.0
FAO141p_odd,0.0,0.0
FAO161p_even,0.0,0.0
FAO161p_odd,0.0,0.0
FAO181p_even,0.0,0.0
FAO181p_odd,0.0,0.0
FBA2,0.0,0.0
FBA3,0.0,0.0
FOLD3m,0.0,0.0
FRDcm,0.0,0.0
FRUt2,0.0,0.0
FUMt2r,0.0,0.0
G12MT1g,0.0,0.0
G12MT2g,0.0,0.0
G3PCt,0.0,0.0
G5SD2,0.0,0.0
G6PI,0.0,0.0
GALt2,0.0,0.0
GAM6Pt,0.0,0.0
GCALDt,0.0,0.0
GCALDtm,-8.44096830138804e-10,0.0
GCC2am,0.0,0.0
GCC2cm,0.0,0.0
GK2,0.0,0.0
GLCt1,0.02916383422703726,0.02916383422703726
GLNt2r,0.0,0.0
GLUK,0.0,0.0
GLUt2r,0.0,0.0
GLYCLm,9.165194183911461e-06,1.1222933345029487e-06
GLYOXm,0.0,0.0
GLYt2r,0.0,0.0
GSNt2,0.0,0.0
GTHOXti,0.0,0.0
GTHP,0.0,0.0
GTHRDt2,0.0,0.0
GTMLT,0.0,0.0
GUAt2r,0.0,0.0
H2Oter,-3.883468560457462e-05,-2.8743758398814075e-05
H2Otn,0.0,0.0
HCITSn,0.0,0.0
HCO3E,0.0034979212486664986,0.00404498510852179
HCO3Em,0.0,0.0
HCO3En,0.0,0.0
HDCAt,0.0,0.0
HDCEAt,0.0,0.0
HICITDm,0.00017729726714740146,0.00016527216751684455
HISt2r,0.0,0.0
HMGCOASm,-0.00023301317820842828,-0.00017246723883724413
HMPK1,0.0,0.0
HPROb,0.0,0.0
HPROxm,0.0,0.0
HPROym,0.0,0.0
HXANt2r,0.0,0.0
ICDHxm,0.04561496648034361,0.04678034329038267
ICDHym,0.0005744646463869643,0.0006683470803843596
ICDHyp,0.0,0.0
ID3ACALDt,0.0,0.0
ID3ACALDtm,0.0,0.0
ILEt2r,0.0,0.0
ILETAm,-9.859414104485499e-05,-0.00011470646414431903
INDPYRD,0.0,0.0
INSt2,0.0,0.0
INSTt2,0.0,0.0
IPPSm,0.00017436378217280428,0.00018465498519121254
ITCOALm,0.0,0.0
LEUt2r,0.0,0.0
LEUTAm,0.0,0.0
L_LACt2r,0.0,0.0
LSERDHr,0.0,0.0
LYSt2r,0.0,0.0
MALt2r,0.0,0.0
MALTt2,0.0,0.0
MANt2,0.0,0.0
ME2m,0.0,0.0
METt2r,0.0,0.0
MEVK2,0.0,2.971589449367462e-05
MEVK3,0.0,0.0
MEVK4,0.0,0.0
MHPGLUT,0.0,0.0
MI1345PKn,0.0,0.0
MI1456PKn,0.0,0.0
MI145P6Kn,0.0,0.0
MI145PKn,0.0,0.0
MMETt2,0.0,0.0
MTAP,0.0,0.0
MTHFC,0.00011928836170837799,0.0002148246050092715
MTHFCm,9.165194183911461e-06,1.1222933345029487e-06
NADH2_u6cm,0.002292305809542136,0.0017328412087649194
NADH2_u6m,0.0,0.0
NAt3_1,0.0,0.0
NDP1,0.0,0.0
NDP3g,0.0,0.0
NDPK9,0.0,0.0
NMNTP,0.0,0.0
NNDPRm,0.0,0.0
NNMT,0.0,0.0
NTD2,0.0,0.0
NTRLASE2,0.0,0.0
NTRLASE3,0.0,0.0
O2ter,3.883468560457462e-05,2.8743758398814075e-05
OCDCAt,0.0,0.0
OHPBAT,0.0,0.0
OMCDCm,0.00017436378217280428,0.00018465498519121254
ORNt2r,0.0,0.0
OXAGm,0.00017729726714740146,0.00016527216751684455
OXO2Ctm,0.0,0.0
P5CR,0.0,0.0
PANTtm,0.0,0.0
PAtm_PP,1.5392605815429336e-06,0.0
PDE3,0.0,0.0
PDE5,0.0,0.0
PDX5PO,0.0,0.0
pepat,0.0,0.0
PFK_2,0.0,0.0
PFK_3,0.0,0.0
PGAMT,0.0,0.0
PHEt2r,0.0,0.0
PIt2m,0.7048828215727979,0.7223509649225074
PMI12346PH,0.0,0.0
PMI1346PH,0.0,0.0
PNTOt2,0.0,0.0
POLYAO,0.0,0.0
POLYAO2,0.0,0.0
PPNCL2,0.0,1.2011842574787858e-07
PROt2r,0.0,0.0
PSPHPL,0.0,0.0
PTE2x,0.0,0.0
PUNP1m,0.0,0.0
PUNP3m,0.0,0.0
PUNP7,0.0,0.0
PYAM5PO,0.0,0.0
PYDXNO,0.0,0.0
PYDXO,0.0,0.0
PYR5CDm,0.0,0.0
PYRt2,0.0,0.0
PYRt2m,0.04775511217958508,0.048958815044357985
QUILSYN,0.0,0.0
RBFKm,0.0,0.0
RIBFLVt2,0.0,0.0
RNDR1n,0.0,0.0
RNDR2n,0.0,0.0
RNDR3n,0.0,0.0
RNDR4n,0.0,0.0
RNMK,0.0,0.0
RNTR1,0.0,0.0
RNTR2,0.0,0.0
RNTR3,0.0,0.0
RNTR4,0.0,0.0
SBT_Lt,0.0,0.0
SERt2r,0.0,0.0
SLFAT,5.810502688941574e-05,2.6664129948291484e-05
SPHPL,5.018436838497509e-08,6.119761268934739e-09
SQ23EPXter,3.883468560457462e-05,2.8743758398814075e-05
SQLter,3.883468560457462e-05,2.8743758398814075e-05
SRB_Lt,0.0,0.0
SUCCt2r,0.0,0.0
SUCD2_u6m,0.04562385929859292,0.04649373259317234
T4HCINNMFM,0.0,0.0
THIORDXi,0.0,0.0
THMDPe,8.440968300895712e-10,7.814073932790917e-10
THMDt2,0.0,0.0
THMPe,0.0,0.0
THMt2,8.440968300895712e-10,7.814073932790917e-10
THRA2i,0.0,0.0
THRD_Lm,0.0,0.0
THRt2r,0.0,0.0
THYMt3r,0.0,0.0
TMDPP,0.0,0.0
TMDPPK,0.0,0.0
TRDRm,0.0,0.0
TREt2,0.0,0.0
TRPt2r,0.0,0.0
TRPTA,0.0,0.0
TYRt2r,0.0,0.0
udpg4e,0.0,0.0
UMPKn,0.0,0.0
URAt2,0.0,0.0
UREA2t2,0.0,0.0
URIDK2rn,0.0,0.0
URIt2,0.0,0.0
VALt2r,0.0,0.0
XANt,0.0,0.0
XPPT,0.0,0.0
XTSNt2,0.0,0.0
XYLR,0.0,0.0
XYLt,0.0,0.0
XYLTt,0.0,0.0
YUMPS,0.0,0.0
ZYMSTt,0.0,0.0
NDP7,0.0,0.0
ACOAHim,0.0,0.0
NADS1n,0.0,0.0
TYRTAim,0.0,0.0
TYRTAip,0.0,0.0
FTHFLmi,0.0,0.0
GLYCDy,0.0,0.0
VALTAim,0.0,0.0
DASYNm_PP,1.5392605815429336e-06,0.0
PSERSm_PP,0.0,-2.7424830236587016e-07
DHORDfum,0.0,0.0
BTDD_RR,0.0,0.0
G6PI3,0.0,0.0
PPTTm,8.440968300913701e-10,7.814073932825387e-10
ACON3MT,0.0,0.0
PI3P5K_PP,0.0,0.0
HEMEOSm,0.0,0.0
GGTT,8.440968300913701e-10,7.814073932825387e-10
C3STDH2,3.883468560457462e-05,2.8602913982659886e-05
C3STKR2,3.883468560457462e-05,2.8602913982659886e-05
C4STMO2,3.883468560457462e-05,2.8602913982659886e-05
PLBP1I_PPe,0.0,0.0
ACALDCD,0.0,0.0
ARAB14LO,0.0,0.0
16GS,0.0,0.0
GLCGSDv,0.0,0.0
3IPM3MT,0.0,0.0
3MOBDC,0.0,0.0
4MOPDC,0.0,0.0
ACHLE1,0.0,0.0
ACHLE2,0.0,0.0
ACHLE3,0.0,0.0
ALCD22xi,0.0,0.0
ALCD22xim,0.0,0.0
ALCD22yi,0.0,0.0
ALCD23xi,0.0,0.0
ALCD23xim,0.0,0.0
ALCD23yi,0.0,0.0
ALCD24xi,0.0,0.0
ALCD24xim,0.0,0.0
ALCD24yi,0.0,0.0
ALCD25xi,0.0,0.0
ALCD25xim,0.0,0.0
ALCD25yi,0.0,0.0
ALCD26xi,0.0,0.0
ALCD26xim,0.0,0.0
PTE10x,0.0,0.0
PTE11x,0.0,0.0
PTE7x,0.0,0.0
PTE8x,0.0,0.0
PTE9x,0.0,0.0
PCDAGAT,5.697589499301091e-07,0.0
DHORD4i,3.105799844157275e-05,8.103059484825152e-05
DHORDi,0.0,0.0
COAHLp,0.0,0.0
LPP_PP,0.0,0.0
MI13456PKn,0.0,0.0
PI35BP5P_PP,0.0,0.0
PIN4Kn_PP,0.0,0.0
PMI12346PS,0.0,0.0
PMI1346PS,0.0,0.0
HEMEOMOm,0.0,0.0
PYRDC2,0.0,0.0
SBPP2er,0.0,0.0
C22STDSx,3.798543408827966e-05,2.6619594653141714e-05
LNS14DMx,3.883468560457462e-05,2.8602913982659886e-05
THZPSN1_PP,0.0,0.0
THZPSN2_PP,0.0,0.0
2MBALDt,0.0,0.0
2MBTOHt,0.0,0.0
2MPPALt,0.0,0.0
2PHETOHt,0.0,0.0
3C3HMPt,0.0,0.0
3MBALDt,0.0,0.0
3MOPt,0.0,0.0
4ABZt,0.0,0.0
BTDt_RR,0.0,0.0
FECOSTt,0.0,0.0
G3PIt,0.0,0.0
GLXt,0.0,0.0
GLYCt2,0.0,0.0
IAMOHt,0.0,0.0
IBUTOHt,0.0,0.0
IND3ETHt,0.0,0.0
LANOSTt,0.0,0.0
NACt,0.0,0.0
NADPt,0.0,0.0
NFORTYRt,0.0,0.0
NH4ti,0.0,0.0
OAAt,0.0,0.0
PACALDt,0.0,0.0
PTRCt3i,0.0,0.0
PTRCtex2,0.0,0.0
SO3ti,0.0,0.0
SPMDt3i,0.0,0.0
SPMDtex2,0.0,0.0
SPRMt2i,0.0,0.0
TTDCAtr,0.0,0.0
GDPMANNtg,0.0,0.0
UDPGALt2g,0.0,0.0
2MBALDtm,0.0,0.0
2MBTOHtm,0.0,0.0
2MPPALtm,0.0,0.0
3DH5HPBtm,0.0,0.0
3MBALDtm,0.0,0.0
CTPtm,1.5392605815429336e-06,0.0
D_LACt2m,0.0,0.0
IAMOHtm,0.0,0.0
IBUTOHtm,0.0,0.0
IND3ETHtm,0.0,0.0
IPDPtm,8.440968300913701e-10,7.814073932825387e-10
PACALDtm,0.0,0.0
PENDPtm,8.440968300913701e-10,7.814073932825387e-10
GLUt7m,0.0005600001881585631,0.0006447235209599694
THMPPt2m,0.0,0.0
HCO3tn,0.0,0.0
TRDOXtp,6.212159393889996e-05,2.9963341359750868e-05
TRDRDtp,-6.212159393889996e-05,-2.9963341359750868e-05
ASNt6,0.0,0.0
GLNt6,0.0,0.0
